video_id,title,upload_date,n_windows,speech_s,parody_flag,song_flag,recitation_flag,film_flag,film_related_core,contemporary_only,matched_parody,matched_song,matched_recitation,matched_film_clip,matched_film_related_core,matched_keywords
ZxkifjASQvo,新詩一首《小龍小龍永不死》以慰藉「龍粉」失落的心靈,20230726,4,50.84,0,0,0,0,0,1,,,,,,
ZyoJBRKfpT4,《迎風踏浪篇》少年不識愁滋味；少女情懷總是詩,20240413,6,26.82,0,0,0,0,0,1,,,,,,
_1tbZHzRh6w,【李小龍《死亡遊戲》】揀對「黃色Tiger運動鞋」係有段古嘅！,20250726,6,67.36,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
_CW_GxIMvZ8,【向事頭婆作最後致敬】香港現場剪影(19-9-2022): 世上已無英女皇，畢生奉獻心內藏；今生再無英女皇，銘記她來這一趟,20220924,3,20.06,0,0,0,0,0,1,,,,,,
_MKywUp3-0E,【Animal Talk - 獅子物語】拍得唔靚，噬你㗎！,20260209,4,15.81,0,0,0,0,0,1,,,,,,
_ZKOMeSl9F0,【惡搞Mark哥《英雄本色》經典場面】發哥唔同華仔爭蓮妹,20240808,4,105.85,1,0,0,0,0,0,惡搞,,,,,parody:惡搞
_dwdlOSiQKY,《加國偶拾》一家大細十一口，出嚟散步唞一唞；有草順便咬幾口，這樣人生可會愁,20250524,3,22.71,0,0,0,0,0,1,,,,,,
_eL6hS9KBGs,【未捉你唔代表你清白-從不孤單一個】「蘇永康失德藝人？」vs「成龍劣跡藝人？」,20251001,9,186.82,0,0,0,0,0,1,,,,,,
_nXeSpzB4BE,【宏福苑大火-竹棚安全問題】竹棚背後，暗藏殺機 ；有關當局係咪冇有識死？,20251202,4,61.89,0,0,0,0,0,1,,,,,,
a5L4ABWx3cA,【懷念ONJ歌曲片段】You’re the one that I want！你就是我想要的那人！,20220811,4,40.29,0,0,0,0,0,1,,,,,,
a9BeX-xILGo,【不捨富東閣結業】爭取一聚有意思，老板員工知心意；有冇機回心轉意，咁環境唔好意思,20250622,3,40.93,0,0,0,0,0,1,,,,,,
aKAdn_mUAKA,YS1c 《粉絲經》  濃縮版,20211231,34,281.09,0,0,0,0,0,1,,,,,,
aMDLcjgAuOs,【十下十下(3)】10個古人暗示「扑嘢」嘅講法同出處(有請豹哥西門慶！),20240605,14,175.62,0,0,0,0,0,1,,,,,,
aTEVklcre_U,獨家《龍爭虎鬥》李小龍、石堅絕密對話曝光,20240731,3,22.05,0,0,0,1,1,0,,,,李小龍|石堅,李小龍|石堅,film_clip:李小龍|石堅
aVO__VrMWVE,【廣東話講呢啲】約炮、約老炮、約老炮兒出處 - 有錢銀交易算唔算「約炮」？,20220919,7,86.53,0,0,0,0,0,1,,,,,,
abLpB3cQe0c,【告別曾江】徐志摩《再別康橋》版；我抹一抹眼淚，銘記你一生的風采,20220526,16,92.86,0,0,0,0,0,1,,,,,,
adnjR-MPkAI,【十下十下(6)】10個香港人「老婆」嘅叫法(你識幾多個？你叫邊幾個？),20240612,11,50.98,0,0,0,0,0,1,,,,,,
ahl9j91UU30,【粵語疊詞青BB正字】青鴉鴉、青必必、青咇咇、青啤啤、青嗶嗶?,20220828,11,125.6,0,0,0,0,0,1,,,,,,
am5t5f9S3Z8,由黎愛蓮清唱《Melody 兩小無猜》插曲 First of May：少男少女情懷返晒嚟！,20240923,9,192.92,0,1,0,0,0,0,,插曲|清唱,,,,song:插曲|清唱
apbsLp3NA1M,【香港人創作的歇後語】日本郵船~遲早完；仲講埋大丸有落...,20220713,12,152.32,0,0,0,0,0,1,,,,,,
aucZvpth7pA,【星爺踎響床下底同你破解】「床下底破柴」下一句,20221023,8,81.66,0,0,0,0,0,1,,,,,,
b1u2bztBNdw,【梅開五度、五當老襯】西有梅鐸，中有汪峰；魚水之樂，凡人不懂,20240609,6,68.19,0,0,0,0,0,1,,,,,,
b7my089a90U,【樂壇煇黃盛世】凡間已無黃老霑，世上再無顧嘉煇,20230105,8,95.16,0,0,0,0,0,1,,,,,,
b9A0OA0DWNY,【不在乎天長地久，只在乎曾經擁有】搞笑篇(2),20221102,15,64.61,0,0,0,0,0,1,,,,,,
bLPcb0JEuQU,【曾江教你點對仔女】別過黃老邪，懷念曾爺爺,20220511,21,209.66,0,0,0,0,0,1,,,,,,
bOPZAme1kGA,【西有夢露，東有林鳳】生命軌跡何其似，紅顏薄命天無意；早逝惹人多哀嘆，猶幸倩影留人間,20241113,6,142.08,0,0,0,1,1,0,,,,林鳳,林鳳,film_clip:林鳳
bV9ttkn0vCo,【蕭芳芳同郭富城嘅第1次】芳芳城城兩代人，兩位同為跳舞神；攬身貼面跳探戈，一出場就撻著火,20250430,3,19.35,0,0,0,0,0,1,,,,,,
bWLJ15GJdxs,【風華絕代于素秋】「打得」唔使講，原來仲「唱得」！,20260628,18,144.28,0,0,0,1,0,0,,,,于素秋,,film_clip:于素秋
bWOtkWFeuxA,【新城市廣場「萌犬迎聖誕」】萌犬可遇不可求，遇上微笑上心頭；人生充斥不快事，學懂偶爾不在意,20251203,4,16.96,0,0,0,0,0,1,,,,,,
bcl_x1qdZv0,【林鳳唔惡得咩出樣】林鳳話要打散你；大把男人定定企；嬌聲嗲氣嚟凶你，係麻甩都躝過嚟,20241130,3,55.49,0,0,0,1,1,0,,,,林鳳,林鳳,film_clip:林鳳
bf4_37oPUw0,【李小龍死亡當天】丁珮首度回應有否與他有過激烈性行為,20230812,12,258.6,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
bjqcBrcSL9Q,【永遠懷念華夫人】唔做得講「冚家剷」，世上已無「冚包散」,20240805,5,74.72,0,0,0,0,0,1,,,,,,
buwWhzfDTb4,【源記甜品隨想】此情可待成追憶！,20221008,8,63.9,0,0,0,0,0,1,,,,,,
bx9LH22ymwg,【賀太極師傅陳勵雄72壽誕】人生七十古來稀，日耍太極不稀奇；推廣太極不遺力，國粹傳承生不息,20241125,3,58.66,0,0,0,0,0,1,,,,,,
bxZQeJ-hKE8,【林鳳《青春樂 1959》插曲「誰不愛春天」】青春難得永遠在，快樂過日、美夢在前；有情就要常伴我，似鳳與鸞、莫負少年,20260114,4,19.55,0,1,0,1,1,0,,插曲,,林鳳,林鳳,song:插曲;film_clip:林鳳
bxc4FmaqjRI,【洗米華判十八碌】起家史、情史、墮落史,20230119,11,112.54,0,0,0,0,0,1,,,,,,
c0DEMuw4n1A,【吳楚帆最強金句】「食碗面，反碗底」vs「食碗底，反碗面」,20250209,8,181.66,0,0,0,1,1,0,,,,吳楚帆,吳楚帆,film_clip:吳楚帆
c8dFl2bw9JM,【千古愛情真諦觀】金風玉露一相逢，便勝卻人間無數；兩情若是久長時，又豈在朝朝暮暮,20250911,10,94.59,0,0,0,0,0,1,,,,,,
cJy5pDkgDpw,【荀子的大智慧】道阻且長，行則將至；行而不輟，未來可期；唔好畀佢停，幾難都事成,20220701,15,130.46,0,0,0,0,0,1,,,,,,
cNQ43QUtn_4,【蓮香樓結業】一點追憶；風雨飄搖唱別蓮香,20220924,2,12.35,0,0,0,0,0,1,,,,,,
cQc9X41V8xQ,【廣東話講呢啲】事頭、事頭婆出處,20220911,13,142.56,0,0,0,0,0,1,,,,,,
cXiZxKCrbyQ,【林鳳弄劍舞刀】似模似樣呃到人，原來只係件學神；耍得未必盡善美，一定交足貨畀你,20241124,4,70.2,0,0,0,1,1,0,,,,林鳳,林鳳,film_clip:林鳳
crC6p5qzKvI,【連老豆姓乜都唔知】明眸皓齒似天使，世間邊有咁嘅事；周聰遇上俏林鳳，三魂七魄被充公,20241129,3,71.87,0,0,0,1,1,0,,,,林鳳,林鳳,film_clip:林鳳
d5zTJ6WtNaA,【有相有片有真相】丁珮作為李小龍的緋聞情人所具的本錢,20230810,5,64.32,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
d6Pn3NXtw7U,【任劍輝「嗒糖」芳艷芬】豔芬雖已作人妻，端莊吸引任劍輝；原來一早已心繫，無怪魂魄都唔齊,20250516,10,67.7,0,0,0,1,1,0,,,,任劍輝|芳艷芬,任劍輝|芳艷芬,film_clip:任劍輝|芳艷芬
d77p7E17EtY,我叫「伍允龍」，唔係「阿邊個」嘅「邊個」，都唔係「王九」！,20240521,4,62.82,0,0,0,0,0,1,,,,,,
d9DN-AWVK9U,《尋找他留鬚的故事4》：李小龍有冇機留鬚拍返部戲？,20240305,13,272.5,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
dF-JxO9T-i8,【林鳳《獨立橋之戀 》插曲「任你抱我」】一縷纖腰千人抱，半點朱唇萬客嚐；歡場悲歡恨怨間，唯望愛郎早日還,20250805,12,157.38,0,1,0,1,1,0,,插曲,,林鳳,林鳳,song:插曲;film_clip:林鳳
dNDCR59vuR0,YS9b 《多女唔使靠伟哥》,20220116,4,48.83,0,0,0,0,0,1,,,,,,
ddrPXAcwXJQ,尋找李小龍「羅馬足跡」今與昔,20251214,13,86.05,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
dfe2AOEcCcg,【李小龍實戰獨特步法】由 Fencing、Boxing 啟發嘅？,20251217,12,156.74,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
dop-VxchVZo,黃子華話「錯就要認，要對方認」，學嘢喇！,20240903,4,84.09,0,0,0,0,0,1,,,,,,
eBBmjbSfzKA,《尋找他留鬚的故事2》：李小龍帶住個鬍鬚look去見人,20240226,9,135.97,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
eC7uNp3FMvA,【吳楚帆拍《人海孤鴻》認真過頭】李小龍同阿帆叔反晒大面！,20251014,5,77.66,0,0,0,1,1,0,,,,李小龍|吳楚帆,李小龍|吳楚帆,film_clip:李小龍|吳楚帆
eRvrg_rPpdw,【林燕妮黃霑-絕戀】那天愛到無界域，此情可待成追憶,20250708,7,105.6,0,0,0,0,0,1,,,,,,
eXXV3LUohig,【李小龍愛寫詩】一首教懷疑他的人閉嘴的英詩(中英文版),20230812,7,45.41,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
ebFxWLJbxMY,【沙田靈犬忌廉】人見人愛小忌廉，佢話同你拜個年；小狗得意有人性，畀你撞到享永寧,20250131,8,52.26,0,0,0,0,0,1,,,,,,
ebmOk6AafNI,YS4b 《洪门宴》,20220112,6,66.98,0,0,0,0,0,1,,,,,,
emQWsE0DfhY,【《海闊天空》與日文版《遙遠的夢》】神一般的預兆；Who knows what tomorrow may bring?誰會知明天會帶來什麼？；《海闊天空》鋼琴伴白,20220629,12,145.5,0,0,0,0,0,1,,,,,,
f0Lzp4tSKOI,【不戴不戴還須戴】鵝姐，做咩戴返個口罩呀？你吹咩！,20220310,7,57.18,0,0,0,0,0,1,,,,,,
fEC439V-FM8,【告別家駒】徐志摩《再別康橋》版；【海闊天空】抒情鋼琴伴白；上天把你帶走，卻不帶走你一生的風采,20220622,27,158.18,0,0,0,0,0,1,,,,,,
fERSC9-tvZw,【聽陳麗斯《問我》-人生有感】 唔係咩都要問過，世事冇得問清楚；那怕面對多風波，笑看人生做自我,20250608,5,51.58,0,0,0,0,0,1,,,,,,
fEmmmt_FFtQ,【諸事八卦】嘥氣、嘥鬼氣、嘥Gas，英文點講？,20220125,8,93.7,0,0,0,0,0,1,,,,,,
fJJiM5XAPjE,【GOD Translate 神翻譯(1)】知之為知之，不知為不知 - Know is know; no know is no know.,20241202,5,32.0,0,0,0,0,0,1,,,,,,
fLFCU4gQJm0,【四哥情史一籮籮】《細數謝賢五段情》,20221130,11,137.28,0,0,0,1,1,0,,,,謝賢,謝賢,film_clip:謝賢
fMIikT9DuQ8,【燒雞翼我自細鍾意食】由欣宜親自操刀肥肥嗰隻《為食經》MV就最煞食！,20240922,4,65.08,0,0,0,0,0,1,,,,,,
fXwE9_IWH-c,【齊來跟林鄭學嘢】快啲見唔到我，就代表大家生活回復正常。就代表… 幽默…有自知之明…知衰…認衰；上任以來最為全港市民受落嘅一句！每人至少睇一次,20220311,11,133.06,0,0,0,0,0,1,,,,,,
f_-Qv6gOOnQ,【十下十下(10)】10個香港人「姐姐」嘅叫法(你識幾多個？你叫邊幾個？),20240616,13,43.71,0,0,0,0,0,1,,,,,,
fenMDk7Ms8o,【廣東話講呢啲】雞蟲、狗公出處 - 叫好色之徒做「雞蟲」、「狗公」最貼切,20220919,12,114.56,0,0,0,0,0,1,,,,,,
fndyN2fitf0,【天誅地滅—你全家】咒人要學譚炳文，激到琴姐發ti騰,20221013,5,52.92,0,0,0,0,0,1,,,,,,
fs9REzDRlp0,【Beyond光輝歲月(昇華版)】真正的踏上光輝歲月,20220609,4,26.27,0,0,0,0,0,1,,,,,,
fsICD5cvIl8,【李小龍響美國俾人恰到上心口】下一秒會點？,20260219,6,46.62,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
ftKWA_gAzTo,【多情自古空餘恨，此恨綿綿無絕期】豬八戒，你偷得超絕！,20221016,6,104.64,0,0,0,0,0,1,,,,,,
fuf6qp-uaHA,李小龍係咁噏「黑道術語」，你識幾多？,20251030,12,131.22,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
g3qdsdztDqQ,【李小龍風光背後】莫非已知大限至，盤算光輝何日止,20251213,7,101.09,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
g4tMvJTPtnc,【同你fact check】李小龍同「東方最美麗動物」 張仲文又有一手！,20251221,16,192.03,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
gOTeY1Br7Ns,【打小人打埋Omicron】驚蟄；灣仔鵝頸橋；由頭打到落腳；小人散退；Omicron散退；有片示範；附專業婆仔版,20220305,28,400.29,0,0,0,0,0,1,,,,,,
gT1H1O2UpUQ,【林鄭不連任】夠鐘返屋企！女媧補天！修補撕裂！臨別贈何言？,20220405,19,240.48,0,0,0,0,0,1,,,,,,
gX9MTnDCHKM,【富東閣江湖再見】摺咗邊度下午茶？我話從此唔飲嘞！,20250625,5,39.36,0,0,0,0,0,1,,,,,,
gZUV6ni1EPA,YS2a1 《耐人尋味》  同場加映,20211231,16,303.04,0,0,0,0,0,1,,,,,,
gbN1E89g7yc,【李白《月下獨酌》】舉杯邀明月，對影成三人；醒時同交歡，醉後各分散,20250913,4,45.18,0,0,0,0,0,1,,,,,,
gbrLzyVC-t0,李小龍在1965年的荷里活試鏡中首度披露Be Water的概念[附中英字幕],20240822,3,64.7,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
ghJ7QzFKpXU,【香港人創作的歇後語】新澤西~食水深,20220714,8,107.55,0,0,0,0,0,1,,,,,,
gkrMlAAbfXY,【伍允龍醒你嘅】要紥得起就千祈千祈記住記住...,20240521,7,156.42,0,0,0,0,0,1,,,,,,
gmggwZTArDs,【Beyond黃家駒的抉擇】理想與妥協(1)；音樂水平不降低，理想前途盡報廢,20220625,12,148.19,0,0,0,0,0,1,,,,,,
h0ZHAVQQ9O8,【青青河邊草】唔記得「吳君麗」都記得佢唱呢隻歌！,20260310,6,16.7,0,0,0,0,0,1,,,,,,
hAQyH9W-0o4,《好快到佢做一哥》,20220122,1,35.58,0,0,0,0,0,1,,,,,,
hCUGY3-RIB4,【源記結業】一點追憶：滋補潤喉暖心頭，至尊甜品再難求,20221008,9,68.13,0,0,0,0,0,1,,,,,,
hIDlXK7K7jk,【食咗草龍，咁好唱口】邊隻至係「草龍」?,20221016,13,128.9,0,0,0,0,0,1,,,,,,
hYXJOBBpFHg,【「貓王」同「李小龍」世紀同框】跳完舞再嚟比試，教人興奮看如痴,20251225,3,9.02,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
hguzTBqAszY,【打小人道士版】唔使擇日子！史上至惡毒打小人獨家由頭打到落腳口訣；小人退散,20220306,5,60.38,0,0,0,0,0,1,,,,,,
hjBzl1XMgfo,【超強颱風蘇拉襲港下的尖沙咀早晨】,20230901,7,59.84,0,0,0,0,0,1,,,,,,
hm2Hm93gCjU,《悼瓊瑤》瓊瑤今朝翩然去，莫哀莫愁幻化虛；動心動人作品留，瀟灑一生復何求；誠然生命最可貴，面對逆境决高低,20241204,4,86.05,0,0,0,0,0,1,,,,,,
huOpj7AJpas,【曾江同你講「安心」】風雨人生供磨練，順也泰然逆亦然；心無牽掛自安然，捨也從容續亦然,20250720,3,61.14,0,0,0,0,0,1,,,,,,
hxmM5bL2g0k,阿Mo醒了！大步檻過！由嚴重到危殆到清醒：嚴重、危殆，邊個嚴重啲？,20220809,16,235.78,0,0,0,0,0,1,,,,,,
i-8A7MoeZrg,【諸事八卦】賓虛咁嘅場面！點解咁嚟形容「墟冚」?,20220126,11,79.23,0,0,0,0,0,1,,,,,,
i0edA9BkOjc,【Animal Talk - 北極熊物語】瞓咗唔會醒,20260206,4,18.3,0,0,0,0,0,1,,,,,,
i1As-EBabRc,【香港話當年】蓮香樓歷史；百年興衰盡在此,20220823,21,296.99,0,0,0,0,0,1,,,,,,
iFub1JSiYC4,【蕭芳芳苦練舞技原因】為咗有朝一日做李小龍個舞伴？,20251025,4,14.46,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
iG1olu8M82U,【鍾玲玲主唱 You are the sunshine of my life】你是我生命中的陽光，正是為何常在你身邊；你是我心目中的珍寶，你將永遠留在我心中,20260113,7,130.56,0,1,0,0,0,0,,主唱,,,,song:主唱
iIA9xASDxSE,冇「李小龍 」就冇我「梁小龍」！,20260120,5,53.38,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
iL4TJUbaAFM,【迷失中的粵語】粵語保育及傳承，何去何從？,20221006,9,109.41,0,0,0,0,0,1,,,,,,
iNmjK7_7Dto,【胡楓係李小龍救命恩人】唔怪得知兩條友咁friend喇！,20250101,7,69.54,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
iQA9WwEzrgE,【李小龍同吳楚帆「拗手瓜」】結果出人意表！,20251013,4,41.21,0,0,0,1,1,0,,,,李小龍|吳楚帆,李小龍|吳楚帆,film_clip:李小龍|吳楚帆
ilsOhyrLOAY,【唔怕生壞命，最怕改壞名】我「井莉」個老豆「井淼」個名改得真好！,20220730,7,67.01,0,0,0,0,0,1,,,,,,
iuZrOt4-KdU,【惡搞Mark哥《英雄本色》經典場面】發哥竟然同大小姐龍力蓮吮腳趾,20240810,3,31.54,1,0,0,0,0,0,惡搞,,,,,parody:惡搞
ivS-TeGCbNc,【《青玉案·元夕》辛棄疾】眾裏尋他千百度；驀然回首，那人卻在燈火闌珊處,20251004,5,84.83,0,0,0,0,0,1,,,,,,
ivVpXH_ZU8A,YS6a 《口罩打孖上》,20220113,5,63.58,0,0,0,0,0,1,,,,,,
iz2lF-IiOZw,【生命不在乎得到什麼，只在乎做過什麼】黄家駒這金句怎樣生成(上),20220605,10,170.14,0,0,0,0,0,1,,,,,,
jGHOoOwKQdI,【鍾玲玲主唱 It Must Be Him】我告訴自己做了就是做了，我告訴自己別當傻瓜；一定是他，不然我就會死,20260209,8,72.03,0,1,0,0,0,0,,主唱,,,,song:主唱
jNM5arBwwvY,Tatler Asia 被跪低：主辦單位來承擔，回水一半蝕到喊,20240211,5,53.66,0,0,0,0,0,1,,,,,,
jSQXgyb1vKY,【少年李小龍「性的疑惑」】「咸濕仔」好想好想睇「脫衣舞」！,20250211,10,185.18,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
jlAsU6rCaFU,【廣東話講呢啲】行船爭解纜 - 行船爭解纜，月餅我賣先；行船爭解纜，買賣佔前頭,20220906,10,135.39,0,0,0,0,0,1,,,,,,
jlBAcCH1jEI,【你今日飲咗未？】無數香港人嘅集體回憶；你今日中咗未？有片重溫,20220310,14,99.2,0,0,0,0,0,1,,,,,,
jsbMIaUjAOo,李小龍完美「爆肌」LOOK,20240213,5,69.66,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
jvknMvR2iVs,「阿Sa個阿嫲」原來係李小龍嘅「螢幕初戀」？,20250224,9,174.52,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
k9vrs-N106Q,李小龍一早就做緊「粵語保育及傳承」！,20230723,5,82.94,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
kEYlLb7TH9o,【籮記芳芳舞合體，世上已經冇得睇】難得一身好本領，羅文歌精舞都醒；包羅萬友預埋你，搵嚟芳芳騷舞技,20250504,3,19.42,0,0,0,0,0,1,,,,,,
kEjwIjbrwv8,【廣東話講呢啲】 大步檻過 - 典故？,20220801,8,148.16,0,0,0,0,0,1,,,,,,
kEnambyROA4,【悼念楚原】出得嚟行梗要有幾個名嘅！別號張寶仔、筆名秦雨、藝名楚原；個個有段古！,20220329,21,233.31,0,0,0,0,0,1,,,,,,
kUqvem6B2VY,YS1b1 《粉丝经》 同场加映,20211231,9,95.26,0,0,0,0,0,1,,,,,,
kdoFevWmZms,YS7a 《口罩二重奏》,20220113,4,37.31,0,0,0,0,0,1,,,,,,
kipF8C4tuLA,【朵朵雲兒飄呀飄-人生有感】同一天空下伴我青蔥歲月，有幾許情緣至今仍然在說,20251115,4,23.68,0,0,0,0,0,1,,,,,,
kpDQ-6ifdHQ,【李小龍「截拳道」要義 - 以無法為有法，以無限為有限】似無還有有還無，似有還無無還有,20250713,6,47.78,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
kwcy-9CHGdk,【黃霑死於肺癌】自我滿足每一天，黃霑死都唔戒煙；宣揚千祈咪食煙，聽到係咪人都癲,20221015,7,87.58,0,0,0,0,0,1,,,,,,
l0h9wUTrNbI,【《秋天的童話》別了秋天(鋼琴版)】《秋天的童話》編劇，羅啟銳先生走了！我船頭尺同茶煲，向你致敬！,20220705,2,8.96,0,0,0,0,0,1,,,,,,
l3maA9F6wt0,【諸事八卦】大陣仗、水蛇春咁長！點解咁講？,20220127,14,136.67,0,0,0,0,0,1,,,,,,
l5I1tLaBdDA,【甄子丹「愁爆」有因由】佢老婆將「踩屎」演繹得淋漓盡致！,20251204,7,100.1,0,0,0,0,0,1,,,,,,
lLRQzWscCQ8,YS2a2 《耐人尋味》 誦讀版,20220112,3,37.38,0,0,1,0,0,0,,,誦讀,,,recitation:誦讀
lO5UnkHDgE0,【譚炳文喊得一句句】尤伯連納勸戒煙，譚炳文傾力聲演；香煙廣告冇得撈，勢估唔到咁糟糕,20221015,8,136.13,0,0,0,0,0,1,,,,,,
lQ9Ptj6nQCE,【芳艷芬搵Tango舞伴】李小龍係不二之選,20250124,3,25.5,0,0,0,1,1,0,,,,李小龍|芳艷芬,李小龍|芳艷芬,film_clip:李小龍|芳艷芬
lSPNfjuh5ho,【吳亦凡強姦、聚眾淫亂、驅逐出境】好眉好貌生沙虱；食得禾米多,20221125,6,55.06,0,0,0,0,0,1,,,,,,
lZZoMgE8On4,【曾江金句II】我愛春風和烈酒，也愛孤獨和自由,20220502,18,172.93,0,0,0,0,0,1,,,,,,
m6OSbnAy7zw,【最悅耳的廣東話朗讀】《勸世文》由賭王何鴻燊「穿越時空」演繹,20250716,4,86.94,0,0,1,0,0,0,,,朗讀,,,recitation:朗讀
mAY9rHmQCFE,【梅艷芳式-天長地久，曾經擁有】此情可待成追憶，只是當時已惘然；擁有時不珍惜，失去時感可惜！,20251005,3,39.1,0,0,0,0,0,1,,,,,,
mh2gkX1tceE,YS10a 《疊埋心水等派錢》,20220118,4,52.64,0,0,0,0,0,1,,,,,,
mlNSL9Bt5dw,【《人海孤鴻》爭議性議題】孤兒院院長吳楚帆同流氓李小龍喺公眾場所度煲煙？！,20251022,9,145.11,0,0,0,1,1,0,,,,李小龍|吳楚帆,李小龍|吳楚帆,film_clip:李小龍|吳楚帆
myyXZNJtXoM,2024札幌雪祭：由始至成,20240208,3,40.35,0,0,0,0,0,1,,,,,,
n3ZQI3jtmuE,【1973日本電視訪問】「緋聞情人」苗可秀對李小龍之死的感受,20230729,3,32.32,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
n584e3exz7Y,【不認不認還須認】香港點解搞成咁呀？醫療系統爆煲；醫護人員壓力爆煲；咩係爆煲、壓力爆煲？點先算爆煲、壓力爆煲？,20220316,38,208.8,0,0,0,0,0,1,,,,,,
nCgFcwX9xMw,【信一有嘢講】城寨圍城譽滿載，票房一億袋落袋,20240604,5,60.99,0,0,0,0,0,1,,,,,,
nKEgFhap4q0,【廣東話講呢啲】好lut (慄)本字 - 有音無字？,20220218,13,217.54,0,0,0,0,0,1,,,,,,
naqbrcuqhYc,【倪匡的人生總結(下集)】此生將盡，兩句話可以概括，曰：七八十年皓皓粼粼無為日，五六千萬炎炎詹詹荒唐言,20220706,16,232.1,0,0,0,0,0,1,,,,,,
ncIeYYcpTHQ,【一日鹹魚，一世鹹魚】星爺：做人如果冇夢想，同條鹹魚有咩分別呀！,20240908,5,119.08,0,0,0,0,0,1,,,,,,
nfRHPZcp-0Y,【海運戲院首映《唐山大兄1971》回帶】偉大的李小龍就此誕生,20250602,4,52.35,0,0,0,1,1,0,,,,李小龍,李小龍,film_clip:李小龍
ngkZnFdgUGo,【蓮香樓結業】若知賣仔莫摸頭，光榮結業何用愁；本可避免衰收尾！,20220826,12,248.64,0,0,0,0,0,1,,,,,,
nvTbhTrDJI0,【十下十下(5)】10個香港人「老公」嘅叫法(你識幾多個？你叫邊幾個？),20240612,12,46.14,0,0,0,0,0,1,,,,,,
nx01uWRkqlQ,【纪念黄家驹60岁冥寿】巅峰离世人心碎，何处还我黄家驹；海阔天空传音艺，光辉岁月永不逝,20220530,15,279.84,0,0,0,0,0,1,,,,,,
o0tTotoFe5M,【香港話當年】蓮香樓的前世今生；百年老店難逃劫，兜兜轉轉都要摺,20220924,31,359.07,0,0,0,0,0,1,,,,,,
oHqPUYmq_Ug,【十下十下(8)】10個香港人「老豆」嘅叫法(你識幾多個？你叫邊幾個？),20240613,6,28.9,0,0,0,0,0,1,,,,,,
oRhMEzUTOYU,【告別一代大俠徐少強】男會憎佢咁有型，女會恨佢咁無情；大俠形象人慕仰，遍尋不獲雲飛揚,20240930,3,50.94,0,0,0,0,0,1,,,,,,
o__z0xfi-DY,【再見事頭婆英國現場剪影】一代女皇今上路，全國民衆深哀悼；一路好走登天道，生榮死哀她辦到,20220924,3,21.82,0,0,0,0,0,1,,,,,,
ofwQOtQzB_M,【粤語朗讀】《呢個就係人生》楚原,20220222,8,103.68,0,0,1,0,0,0,,,朗讀,,,recitation:朗讀
p-QSXN8bce4,【不在乎天長地久，只在乎曾經擁有】經典廣告對白，表達什麼？,20221031,7,100.9,0,0,0,0,0,1,,,,,,
p0JmhpXQ2rw,嘉玲與黎愛蓮 Irene Ryder 同場又唱又跳阿哥哥 A Go Go，仲有羅蘭、張英才、鄭君綿、李鵬飛齊齊跳,20240913,4,35.62,0,0,0,1,0,0,,,,嘉玲,,film_clip:嘉玲
p4Lb0PUk7U4,【Animal Talk - 松鼠物語】天天食蘋果，醫生遠離我；轉食 kiwi 果，條命長得多,20260215,5,21.66,0,0,0,0,0,1,,,,,,
pHbtsTczrrc,【最悅耳的廣東話朗讀】《寬心經》由楚原「穿越時空」演繹,20250718,4,63.35,0,0,1,0,0,0,,,朗讀,,,recitation:朗讀
pObiqaGBlZk,【李清照《聲聲慢》】尋尋覓覓，冷冷清清，悽悽慘慘戚戚,20251002,5,44.99,0,0,0,0,0,1,,,,,,
pR4PVYPBNGI,【江旻憓轉頭到馬會履新】重青年體育發展，生命大計邁向前,20240806,11,106.88,0,0,0,0,0,1,,,,,,
pSywdH596jI,【2025年多倫多一場「初雪」-人生有感】借景抒情，人步尾聲；樂天知命，知己共榮,20251112,6,31.3,0,0,0,0,0,1,,,,,,
